ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-01-01 00:02:00,15.846351834808742,-71.90098196040755,106.53033733597533,15.846351834808742,15.846351834808742,0.0,0.0,0.0,0.0,0.0,0.0,15.846351834808742
2025-01-01 00:02:05,14.907363023727985,-78.09724189281916,105.24484886132008,14.907363023727985,14.907363023727985,0.0,0.0,0.0,0.0,0.0,0.0,14.907363023727985
2025-01-01 00:02:10,13.96837421264723,-72.69421951613542,113.18580436588366,13.96837421264723,13.96837421264723,0.0,0.0,0.0,0.0,0.0,0.0,13.96837421264723
2025-01-01 00:02:15,13.029385401566474,-74.30542291631355,103.42723935928832,13.029385401566474,13.029385401566474,0.0,0.0,0.0,0.0,0.0,0.0,13.029385401566474
2025-01-01 00:02:20,12.090396590485721,-77.79081997075866,104.01383693342845,12.090396590485721,12.090396590485721,0.0,0.0,0.0,0.0,0.0,0.0,12.090396590485721
2025-01-01 00:02:25,11.151407779404963,-74.81418309549522,102.90167041906145,11.151407779404963,11.151407779404963,0.0,0.0,0.0,0.0,0.0,0.0,11.151407779404963
2025-01-01 00:02:30,10.212418968324199,-77.80473617927984,99.10985113321162,10.212418968324199,10.212418968324199,0.0,0.0,0.0,0.0,0.0,0.0,10.212418968324199
2025-01-01 00:02:35,9.815124963125795,-82.3584303203836,100.11292839092643,9.815124963125795,9.815124963125795,0.0,0.0,0.0,0.0,0.0,0.0,9.815124963125795
2025-01-01 00:02:40,9.417830957927393,-80.22609623114768,94.99143792331719,9.417830957927393,9.417830957927393,0.0,0.0,0.0,0.0,0.0,0.0,9.417830957927393
2025-01-01 00:02:45,9.020536952728989,-80.37896325642572,95.5196225290774,9.020536952728989,9.020536952728989,0.0,0.0,0.0,0.0,0.0,0.0,9.020536952728989
2025-01-01 00:02:50,8.623242947530587,-79.74984982398954,95.42125986752767,8.623242947530587,8.623242947530587,0.0,0.0,0.0,0.0,0.0,0.0,8.623242947530587
2025-01-01 00:02:55,8.225948942332181,-78.4284366022349,97.34707122531789,8.225948942332181,8.225948942332181,0.0,0.0,0.0,0.0,0.0,0.0,8.225948942332181
2025-01-01 00:03:00,7.828654937133781,-78.6572485989866,94.5683201028461,7.828654937133781,7.828654937133781,0.0,0.0,0.0,0.0,0.0,0.0,7.828654937133781
2025-01-01 00:03:05,7.431360931935376,-80.03458279654986,96.77104060920112,7.431360931935376,7.431360931935376,0.0,0.0,0.0,0.0,0.0,0.0,7.431360931935376
2025-01-01 00:03:10,7.034066926736971,-73.12156907978716,98.43956037184078,7.034066926736971,7.034066926736971,0.0,0.0,0.0,0.0,0.0,0.0,7.034066926736971
2025-01-01 00:03:15,6.9004323754041135,-84.11776336825343,97.5890298435285,6.9004323754041135,6.9004323754041135,0.0,0.0,0.0,0.0,0.0,0.0,6.9004323754041135
2025-01-01 00:03:20,6.766797824071256,-81.76433579983494,101.99414558081224,6.766797824071256,6.766797824071256,0.0,0.0,0.0,0.0,0.0,0.0,6.766797824071256
2025-01-01 00:03:25,6.6331632727384,-81.4323524538219,99.58224639928967,6.6331632727384,6.6331632727384,0.0,0.0,0.0,0.0,0.0,0.0,6.6331632727384
2025-01-01 00:03:30,6.499528721405542,-86.19351412278539,101.07759075128928,6.499528721405542,6.499528721405542,0.0,0.0,0.0,0.0,0.0,0.0,6.499528721405542
2025-01-01 00:03:35,6.365894170072686,-78.2998611195495,94.7782310388106,6.365894170072686,6.365894170072686,0.0,0.0,0.0,0.0,0.0,0.0,6.365894170072686
2025-01-01 00:03:40,6.232259618739828,-82.28388458492844,93.7445873674188,6.232259618739828,6.232259618739828,0.0,0.0,0.0,0.0,0.0,0.0,6.232259618739828
2025-01-01 00:03:45,6.098625067406972,-85.6566873813017,95.7583434868564,6.098625067406972,6.098625067406972,0.0,0.0,0.0,0.0,0.0,0.0,6.098625067406972
2025-01-01 00:03:50,5.964990516074119,-85.98414924305987,93.11632119001946,5.964990516074119,5.964990516074119,0.0,0.0,0.0,0.0,0.0,0.0,5.964990516074119
2025-01-01 00:03:55,5.862049569505968,-87.62859176512634,89.26473495749282,5.862049569505968,5.862049569505968,0.0,0.0,0.0,0.0,0.0,0.0,5.862049569505968
2025-01-01 00:04:00,5.759108622937816,-87.47756614573744,91.9308607550894,5.759108622937816,5.759108622937816,0.0,0.0,0.0,0.0,0.0,0.0,5.759108622937816
2025-01-01 00:04:05,5.656167676369666,-78.16497774224011,91.83855122991515,5.656167676369666,5.656167676369666,0.0,0.0,0.0,0.0,0.0,0.0,5.656167676369666
2025-01-01 00:04:10,5.553226729801515,-85.86866798253607,92.7846107385151,5.553226729801515,5.553226729801515,0.0,0.0,0.0,0.0,0.0,0.0,5.553226729801515
2025-01-01 00:04:15,5.4502857832333635,-79.92632486670242,90.1030904749181,5.4502857832333635,5.4502857832333635,0.0,0.0,0.0,0.0,0.0,0.0,5.4502857832333635
2025-01-01 00:04:20,5.347344836665212,-85.93989376746009,93.1966758676164,5.347344836665212,5.347344836665212,0.0,0.0,0.0,0.0,0.0,0.0,5.347344836665212
2025-01-01 00:04:25,5.244403890097065,-87.45389244388568,102.52758550981746,5.244403890097065,5.244403890097065,0.0,0.0,0.0,0.0,0.0,0.0,5.244403890097065
2025-01-01 00:04:30,5.1519310404700915,-85.84817270803681,97.49448936562007,5.1519310404700915,5.1519310404700915,0.0,0.0,0.0,0.0,0.0,0.0,5.1519310404700915
2025-01-01 00:04:35,5.059458190843117,-84.01223930904342,93.60550950334209,5.059458190843117,5.059458190843117,0.0,0.0,0.0,0.0,0.0,0.0,5.059458190843117
